age,gender,job_role,years_of_experience,work_type,hours_worked_per_week,number_of_virtual_meetings,work_life_balance_rating,stress_level,productivity_change,social_isolation_rating,satisfaction_with_remote_work,company_support_for_remote_work,degree_of_remote_support,degree_of_social_isolation,degree_of_work-life_balance
53,Prefer not to say,Project Manager,14,Hybrid,59,3,5,Medium,No Change,3,Satisfied,2,Low,Medium,High
55,Prefer not to say,Data Scientist,34,Onsite,48,15,3,Low,Decrease,2,Neutral,1,Low,Low,Medium
28,Female,Project Manager,16,Hybrid,53,6,1,Medium,Decrease,5,Satisfied,2,Low,High,Low
54,Non-binary,Data Scientist,20,Remote,57,14,1,Medium,No Change,3,Unsatisfied,5,High,Medium,Low
37,Female,Data Scientist,27,Onsite,21,13,5,High,Decrease,3,Unsatisfied,5,High,Medium,High
45,Prefer not to say,Data Scientist,23,Hybrid,46,0,2,Low,Decrease,5,Satisfied,1,Low,High,Low
25,Prefer not to say,Data Scientist,25,Onsite,25,8,3,Medium,Decrease,2,Satisfied,1,Low,Low,Medium
41,Male,Software Engineer,23,Hybrid,52,9,5,High,Increase,1,Satisfied,4,High,Low,High
53,Female,Software Engineer,35,Remote,22,6,5,Low,Decrease,2,Neutral,5,High,Low,High
48,Male,Project Manager,7,Remote,32,8,1,Medium,Increase,3,Neutral,4,High,Medium,Low
57,Prefer not to say,Software Engineer,25,Onsite,31,14,5,High,No Change,3,Satisfied,4,High,Medium,High
41,Male,Project Manager,23,Onsite,58,15,5,Low,Decrease,3,Unsatisfied,5,High,Medium,High
51,Male,Project Manager,35,Remote,55,2,4,Medium,No Change,4,Neutral,5,High,High,High
40,Non-binary,Project Manager,3,Hybrid,20,4,5,High,Decrease,3,Satisfied,5,High,Medium,High
43,Prefer not to say,Software Engineer,8,Remote,59,14,3,Low,No Change,5,Neutral,4,High,High,Medium
60,Female,Data Scientist,32,Onsite,41,5,5,High,Decrease,4,Satisfied,5,High,High,High
34,Prefer not to say,Project Manager,11,Onsite,32,14,5,High,No Change,4,Neutral,3,Medium,High,High
55,Male,Project Manager,29,Remote,51,4,2,Medium,No Change,3,Unsatisfied,1,Low,Medium,Low
23,Male,Project Manager,23,Onsite,21,7,3,Medium,Decrease,1,Neutral,1,Low,Low,Medium
24,Non-binary,Data Scientist,9,Hybrid,23,7,5,High,Decrease,1,Satisfied,4,High,Low,High
51,Male,Project Manager,17,Onsite,26,3,1,High,No Change,1,Satisfied,5,High,Low,Low
36,Prefer not to say,Project Manager,34,Hybrid,49,13,5,Medium,Increase,3,Satisfied,3,Medium,Medium,High
37,Non-binary,Data Scientist,7,Remote,26,9,1,Medium,Increase,2,Neutral,5,High,Low,Low
41,Female,Project Manager,13,Onsite,30,6,4,Medium,Increase,3,Unsatisfied,2,Low,Medium,High
47,Prefer not to say,Data Scientist,27,Onsite,31,1,2,Low,Increase,5,Satisfied,1,Low,High,Low
49,Prefer not to say,Project Manager,7,Remote,49,4,2,Low,Increase,4,Unsatisfied,2,Low,High,Low
37,Non-binary,Data Scientist,21,Onsite,38,2,5,Medium,No Change,4,Unsatisfied,3,Medium,High,High
37,Male,Data Scientist,7,Remote,32,6,3,Medium,Decrease,1,Unsatisfied,4,High,Low,Medium
32,Male,Software Engineer,19,Remote,37,2,1,Medium,No Change,2,Neutral,2,Low,Low,Low
39,Male,Project Manager,6,Remote,26,0,1,High,No Change,4,Satisfied,2,Low,High,Low
42,Non-binary,Project Manager,28,Remote,21,7,4,High,No Change,4,Neutral,3,Medium,High,High
27,Female,Software Engineer,26,Remote,33,8,4,High,No Change,3,Unsatisfied,2,Low,Medium,High
26,Non-binary,Data Scientist,5,Remote,44,6,3,High,Decrease,2,Satisfied,2,Low,Low,Medium
31,Male,Project Manager,29,Onsite,42,9,2,Low,Decrease,4,Unsatisfied,1,Low,High,Low
39,Prefer not to say,Data Scientist,10,Remote,52,2,1,High,No Change,1,Neutral,2,Low,Low,Low
34,Female,Software Engineer,13,Remote,24,2,5,Medium,No Change,1,Unsatisfied,1,Low,Low,High
46,Non-binary,Software Engineer,11,Hybrid,24,12,4,Medium,Decrease,1,Neutral,4,High,Low,High
25,Female,Software Engineer,24,Hybrid,32,12,2,Medium,Increase,3,Unsatisfied,4,High,Medium,Low
34,Male,Project Manager,26,Onsite,38,10,1,Low,Decrease,4,Neutral,5,High,High,Low
54,Prefer not to say,Data Scientist,10,Hybrid,36,5,3,Medium,Increase,3,Unsatisfied,1,Low,Medium,Medium
57,Non-binary,Software Engineer,5,Onsite,37,5,4,Medium,No Change,3,Unsatisfied,3,Medium,Medium,High
43,Prefer not to say,Project Manager,34,Hybrid,36,9,5,Medium,Decrease,1,Neutral,3,Medium,Low,High
48,Prefer not to say,Project Manager,16,Onsite,57,2,4,Medium,Increase,4,Neutral,5,High,High,High
45,Non-binary,Data Scientist,11,Remote,49,14,5,Low,Decrease,4,Unsatisfied,4,High,High,High
52,Prefer not to say,Data Scientist,6,Remote,30,12,5,High,Increase,3,Neutral,5,High,Medium,High
47,Non-binary,Project Manager,34,Onsite,26,1,5,Low,Decrease,1,Neutral,5,High,Low,High
36,Prefer not to say,Project Manager,17,Remote,27,12,4,Low,Decrease,3,Neutral,4,High,Medium,High
56,Male,Software Engineer,11,Onsite,31,8,5,Medium,Decrease,2,Satisfied,3,Medium,Low,High
42,Male,Project Manager,34,Onsite,33,11,4,High,No Change,2,Unsatisfied,5,High,Low,High
33,Female,Project Manager,23,Onsite,20,13,2,Low,Decrease,1,Neutral,4,High,Low,Low
52,Male,Project Manager,23,Remote,41,0,5,Low,Increase,1,Satisfied,3,Medium,Low,High
45,Non-binary,Software Engineer,12,Hybrid,43,9,2,Low,No Change,5,Neutral,4,High,High,Low
51,Prefer not to say,Software Engineer,22,Hybrid,36,14,2,Medium,Increase,3,Unsatisfied,3,Medium,Medium,Low
26,Female,Data Scientist,7,Remote,54,5,4,Low,No Change,5,Unsatisfied,2,Low,High,High
45,Male,Data Scientist,20,Onsite,41,15,5,Low,Decrease,3,Neutral,1,Low,Medium,High
50,Male,Project Manager,10,Hybrid,46,9,4,Low,Decrease,5,Unsatisfied,3,Medium,High,High
32,Non-binary,Project Manager,23,Remote,35,1,4,Low,Increase,1,Satisfied,2,Low,Low,High
28,Female,Project Manager,35,Onsite,44,8,1,High,Decrease,5,Unsatisfied,3,Medium,High,Low
22,Non-binary,Software Engineer,11,Remote,20,6,2,High,No Change,1,Unsatisfied,4,High,Low,Low
50,Prefer not to say,Project Manager,22,Remote,37,10,5,High,Decrease,1,Satisfied,3,Medium,Low,High
31,Male,Project Manager,25,Onsite,57,9,1,Low,Decrease,4,Unsatisfied,4,High,High,Low
30,Prefer not to say,Data Scientist,9,Remote,28,7,3,Medium,Decrease,5,Satisfied,2,Low,High,Medium
51,Prefer not to say,Software Engineer,32,Hybrid,57,9,3,Low,Increase,1,Neutral,1,Low,Low,Medium
57,Female,Data Scientist,8,Onsite,41,0,1,Medium,Increase,5,Satisfied,2,Low,High,Low
59,Non-binary,Project Manager,15,Hybrid,58,1,5,High,Decrease,3,Neutral,2,Low,Medium,High
55,Non-binary,Data Scientist,32,Hybrid,43,14,1,High,Decrease,4,Satisfied,1,Low,High,Low
38,Female,Project Manager,3,Remote,28,3,3,High,Increase,5,Unsatisfied,2,Low,High,Medium
50,Non-binary,Project Manager,19,Hybrid,52,10,3,High,Decrease,3,Neutral,3,Medium,Medium,Medium
33,Female,Software Engineer,5,Remote,38,1,5,High,Decrease,4,Satisfied,2,Low,High,High
58,Non-binary,Software Engineer,14,Remote,37,11,5,Low,Increase,1,Neutral,3,Medium,Low,High
34,Male,Software Engineer,35,Remote,33,13,4,Low,No Change,1,Unsatisfied,2,Low,Low,High
59,Male,Software Engineer,24,Onsite,42,0,4,Medium,No Change,3,Satisfied,1,Low,Medium,High
50,Prefer not to say,Project Manager,34,Onsite,50,10,4,Medium,Decrease,2,Neutral,2,Low,Low,High
32,Female,Data Scientist,17,Hybrid,59,9,4,Low,No Change,3,Unsatisfied,2,Low,Medium,High
55,Prefer not to say,Project Manager,10,Hybrid,34,3,2,Low,No Change,5,Unsatisfied,3,Medium,High,Low
32,Female,Data Scientist,31,Hybrid,34,6,2,Low,Increase,3,Unsatisfied,3,Medium,Medium,Low
44,Female,Data Scientist,9,Remote,27,5,3,Low,Increase,1,Neutral,1,Low,Low,Medium
44,Non-binary,Project Manager,8,Remote,29,5,3,Low,No Change,2,Neutral,5,High,Low,Medium
23,Female,Project Manager,29,Hybrid,28,1,2,Low,Decrease,4,Unsatisfied,2,Low,High,Low
28,Male,Project Manager,34,Hybrid,22,7,5,High,No Change,2,Unsatisfied,2,Low,Low,High
23,Male,Data Scientist,18,Remote,54,7,5,Low,No Change,1,Satisfied,2,Low,Low,High
27,Prefer not to say,Project Manager,9,Remote,23,15,2,Medium,Decrease,3,Neutral,2,Low,Medium,Low
35,Female,Data Scientist,35,Remote,41,15,4,Medium,No Change,4,Neutral,4,High,High,High
40,Female,Project Manager,1,Onsite,57,6,3,Medium,Increase,2,Neutral,5,High,Low,Medium
42,Non-binary,Project Manager,13,Remote,32,8,3,High,Increase,1,Neutral,2,Low,Low,Medium
45,Male,Project Manager,20,Onsite,54,9,4,Low,No Change,4,Neutral,1,Low,High,High
45,Prefer not to say,Software Engineer,4,Hybrid,44,11,1,High,No Change,5,Satisfied,3,Medium,High,Low
49,Female,Project Manager,22,Hybrid,59,1,2,Medium,No Change,5,Satisfied,2,Low,High,Low
56,Female,Project Manager,35,Onsite,29,2,3,Medium,No Change,5,Satisfied,5,High,High,Medium
56,Male,Data Scientist,6,Onsite,38,14,1,Low,Decrease,2,Unsatisfied,3,Medium,Low,Low
53,Non-binary,Data Scientist,21,Hybrid,46,6,1,Medium,Increase,2,Neutral,3,Medium,Low,Low
49,Female,Software Engineer,8,Hybrid,32,14,4,Medium,Decrease,4,Unsatisfied,4,High,High,High
59,Non-binary,Project Manager,24,Hybrid,54,1,2,High,Increase,4,Satisfied,2,Low,High,Low
54,Non-binary,Project Manager,17,Remote,29,10,3,Low,No Change,3,Unsatisfied,2,Low,Medium,Medium
24,Female,Software Engineer,30,Hybrid,23,13,3,Medium,Decrease,2,Neutral,1,Low,Low,Medium
36,Male,Data Scientist,14,Onsite,29,8,2,Medium,No Change,2,Neutral,2,Low,Low,Low
41,Prefer not to say,Data Scientist,10,Remote,46,8,4,High,Decrease,1,Satisfied,2,Low,Low,High
57,Female,Data Scientist,21,Remote,20,11,4,Low,Decrease,5,Unsatisfied,3,Medium,High,High
27,Non-binary,Data Scientist,4,Remote,60,15,2,High,Decrease,4,Satisfied,4,High,High,Low
42,Non-binary,Project Manager,2,Hybrid,58,12,1,Medium,No Change,5,Unsatisfied,3,Medium,High,Low
22,Non-binary,Data Scientist,1,Hybrid,33,8,3,Low,Decrease,5,Unsatisfied,3,Medium,High,Medium
50,Male,Project Manager,11,Onsite,56,10,1,Medium,No Change,4,Satisfied,1,Low,High,Low
43,Male,Software Engineer,21,Onsite,32,15,4,Low,Decrease,4,Unsatisfied,1,Low,High,High
43,Non-binary,Data Scientist,35,Onsite,47,10,2,High,Decrease,5,Satisfied,2,Low,High,Low
44,Male,Project Manager,7,Hybrid,57,3,5,Low,Decrease,2,Satisfied,2,Low,Low,High
31,Male,Software Engineer,14,Onsite,22,8,4,Low,No Change,4,Unsatisfied,1,Low,High,High
58,Prefer not to say,Project Manager,2,Onsite,53,9,3,High,Increase,2,Satisfied,1,Low,Low,Medium
47,Prefer not to say,Project Manager,19,Hybrid,60,0,4,High,Increase,4,Satisfied,5,High,High,High
38,Non-binary,Project Manager,33,Onsite,26,11,1,Low,Increase,2,Neutral,2,Low,Low,Low
22,Female,Software Engineer,16,Hybrid,36,15,1,High,Decrease,5,Unsatisfied,5,High,High,Low
40,Female,Data Scientist,8,Onsite,25,11,1,Medium,Increase,4,Unsatisfied,1,Low,High,Low
47,Prefer not to say,Project Manager,33,Onsite,34,13,4,High,No Change,3,Satisfied,5,High,Medium,High
35,Non-binary,Project Manager,24,Hybrid,29,5,4,Medium,Increase,5,Neutral,3,Medium,High,High
27,Prefer not to say,Project Manager,6,Onsite,60,10,2,High,Decrease,5,Neutral,5,High,High,Low
47,Prefer not to say,Project Manager,12,Onsite,48,11,3,Medium,Increase,5,Unsatisfied,4,High,High,Medium
52,Non-binary,Software Engineer,3,Onsite,48,2,1,High,No Change,1,Satisfied,4,High,Low,Low
57,Non-binary,Software Engineer,8,Hybrid,49,9,3,Medium,No Change,3,Satisfied,2,Low,Medium,Medium
51,Non-binary,Data Scientist,6,Remote,26,14,4,Low,Increase,3,Neutral,2,Low,Medium,High
53,Prefer not to say,Project Manager,22,Onsite,20,10,5,Medium,Increase,5,Satisfied,3,Medium,High,High
39,Non-binary,Project Manager,12,Hybrid,23,9,5,Medium,Increase,1,Unsatisfied,3,Medium,Low,High
47,Female,Project Manager,19,Remote,53,9,3,High,Increase,1,Neutral,2,Low,Low,Medium
32,Prefer not to say,Project Manager,21,Hybrid,57,1,1,Low,Decrease,4,Neutral,1,Low,High,Low
29,Male,Project Manager,28,Onsite,41,2,5,Medium,No Change,3,Satisfied,3,Medium,Medium,High
40,Male,Project Manager,2,Remote,20,12,1,Low,Increase,4,Neutral,5,High,High,Low
44,Male,Software Engineer,9,Onsite,35,3,2,Medium,No Change,5,Unsatisfied,2,Low,High,Low
30,Non-binary,Software Engineer,4,Onsite,51,1,3,Medium,Decrease,2,Neutral,5,High,Low,Medium
24,Male,Project Manager,3,Hybrid,47,10,2,High,No Change,5,Unsatisfied,2,Low,High,Low
47,Prefer not to say,Software Engineer,15,Remote,28,10,3,High,No Change,3,Neutral,5,High,Medium,Medium
59,Non-binary,Project Manager,7,Onsite,33,3,3,High,Increase,3,Unsatisfied,3,Medium,Medium,Medium
58,Female,Project Manager,27,Hybrid,31,8,4,High,Increase,4,Neutral,4,High,High,High
28,Male,Project Manager,15,Onsite,41,1,1,High,Increase,5,Unsatisfied,3,Medium,High,Low
23,Male,Software Engineer,22,Hybrid,47,9,4,High,No Change,3,Neutral,3,Medium,Medium,High
54,Prefer not to say,Software Engineer,32,Hybrid,44,2,1,Low,Decrease,3,Satisfied,3,Medium,Medium,Low
58,Female,Software Engineer,12,Remote,45,12,2,Low,Increase,4,Unsatisfied,2,Low,High,Low
28,Female,Software Engineer,15,Onsite,36,12,5,High,Decrease,4,Satisfied,3,Medium,High,High
49,Male,Project Manager,35,Remote,20,12,3,Medium,Increase,3,Neutral,2,Low,Medium,Medium
45,Prefer not to say,Data Scientist,31,Onsite,28,12,4,High,Decrease,2,Unsatisfied,5,High,Low,High
37,Male,Data Scientist,27,Hybrid,45,11,3,Low,No Change,1,Satisfied,2,Low,Low,Medium
59,Female,Data Scientist,8,Hybrid,34,11,5,High,Increase,1,Unsatisfied,2,Low,Low,High
50,Non-binary,Software Engineer,14,Onsite,31,15,3,Medium,Increase,2,Unsatisfied,1,Low,Low,Medium
46,Prefer not to say,Data Scientist,14,Onsite,55,10,1,Medium,Increase,2,Satisfied,1,Low,Low,Low
54,Female,Data Scientist,20,Onsite,35,12,4,Medium,No Change,5,Unsatisfied,4,High,High,High
52,Prefer not to say,Project Manager,35,Hybrid,27,15,1,Medium,Decrease,1,Satisfied,5,High,Low,Low
50,Non-binary,Project Manager,20,Hybrid,20,10,1,Medium,Decrease,5,Neutral,4,High,High,Low
35,Non-binary,Software Engineer,6,Remote,43,2,3,High,No Change,3,Satisfied,1,Low,Medium,Medium
33,Male,Project Manager,6,Remote,49,7,4,Low,No Change,3,Neutral,1,Low,Medium,High
25,Female,Data Scientist,34,Hybrid,52,11,5,High,No Change,3,Unsatisfied,1,Low,Medium,High
34,Female,Project Manager,31,Hybrid,28,10,1,Medium,Increase,4,Satisfied,3,Medium,High,Low
23,Male,Data Scientist,24,Hybrid,49,12,2,Medium,No Change,2,Unsatisfied,4,High,Low,Low
54,Prefer not to say,Data Scientist,2,Remote,21,5,4,Low,Increase,5,Neutral,4,High,High,High
34,Non-binary,Project Manager,25,Remote,52,6,3,High,No Change,3,Satisfied,4,High,Medium,Medium
54,Male,Data Scientist,24,Remote,40,9,1,High,No Change,3,Neutral,5,High,Medium,Low
53,Non-binary,Software Engineer,34,Onsite,48,8,2,High,No Change,2,Satisfied,4,High,Low,Low
58,Female,Data Scientist,11,Hybrid,51,0,2,Low,No Change,2,Neutral,5,High,Low,Low
59,Non-binary,Data Scientist,6,Onsite,29,9,1,High,No Change,2,Unsatisfied,5,High,Low,Low
55,Male,Data Scientist,33,Onsite,39,7,4,Medium,No Change,4,Neutral,5,High,High,High
46,Prefer not to say,Software Engineer,26,Hybrid,42,5,1,Low,Decrease,1,Satisfied,1,Low,Low,Low
30,Male,Project Manager,12,Onsite,33,9,3,High,Decrease,5,Unsatisfied,3,Medium,High,Medium
30,Non-binary,Software Engineer,13,Remote,32,8,3,High,Decrease,1,Unsatisfied,4,High,Low,Medium
53,Prefer not to say,Data Scientist,32,Hybrid,43,2,4,High,Increase,5,Neutral,2,Low,High,High
53,Non-binary,Project Manager,25,Onsite,32,6,3,High,Increase,5,Satisfied,2,Low,High,Medium
47,Non-binary,Project Manager,24,Remote,26,6,2,Medium,Increase,4,Satisfied,5,High,High,Low
33,Non-binary,Software Engineer,5,Hybrid,22,5,3,Low,Increase,4,Neutral,4,High,High,Medium
53,Prefer not to say,Project Manager,5,Onsite,57,14,3,High,No Change,4,Unsatisfied,2,Low,High,Medium
41,Female,Data Scientist,16,Hybrid,32,3,4,Low,Decrease,1,Unsatisfied,1,Low,Low,High
49,Female,Data Scientist,6,Hybrid,54,3,1,High,No Change,1,Satisfied,2,Low,Low,Low
27,Non-binary,Software Engineer,10,Onsite,59,4,3,Low,Increase,5,Unsatisfied,2,Low,High,Medium
36,Male,Data Scientist,34,Hybrid,20,4,4,Low,Increase,3,Unsatisfied,1,Low,Medium,High
36,Non-binary,Data Scientist,9,Hybrid,33,10,3,High,Increase,1,Unsatisfied,1,Low,Low,Medium
22,Prefer not to say,Project Manager,23,Onsite,22,8,3,Low,Decrease,3,Unsatisfied,5,High,Medium,Medium
31,Prefer not to say,Project Manager,21,Remote,60,9,3,Low,No Change,2,Satisfied,3,Medium,Low,Medium
40,Male,Software Engineer,8,Hybrid,48,3,3,Low,Decrease,4,Unsatisfied,3,Medium,High,Medium
37,Prefer not to say,Data Scientist,1,Hybrid,23,3,2,High,Decrease,1,Unsatisfied,3,Medium,Low,Low
44,Non-binary,Data Scientist,21,Onsite,41,9,5,High,Decrease,4,Unsatisfied,3,Medium,High,High
44,Non-binary,Data Scientist,9,Hybrid,42,15,1,Medium,Increase,1,Unsatisfied,4,High,Low,Low
45,Female,Software Engineer,25,Hybrid,34,14,1,Low,Increase,1,Unsatisfied,4,High,Low,Low
44,Prefer not to say,Software Engineer,15,Onsite,59,3,3,High,Increase,5,Neutral,2,Low,High,Medium
52,Female,Project Manager,22,Onsite,49,3,5,High,No Change,3,Unsatisfied,3,Medium,Medium,High
26,Female,Project Manager,15,Onsite,58,8,4,Medium,Increase,2,Satisfied,3,Medium,Low,High
57,Female,Software Engineer,13,Remote,20,0,2,High,No Change,4,Neutral,1,Low,High,Low
38,Prefer not to say,Data Scientist,12,Hybrid,37,11,4,High,No Change,1,Satisfied,3,Medium,Low,High
26,Female,Software Engineer,16,Hybrid,40,13,1,Medium,Decrease,3,Unsatisfied,1,Low,Medium,Low
29,Male,Data Scientist,30,Hybrid,31,14,1,Low,No Change,5,Neutral,1,Low,High,Low
49,Male,Software Engineer,3,Hybrid,52,13,5,High,No Change,5,Neutral,3,Medium,High,High
53,Female,Project Manager,33,Hybrid,23,2,3,High,Increase,1,Unsatisfied,1,Low,Low,Medium
52,Female,Data Scientist,21,Hybrid,34,11,1,Medium,Increase,4,Satisfied,3,Medium,High,Low
31,Female,Data Scientist,21,Onsite,35,15,3,Medium,Increase,4,Unsatisfied,3,Medium,High,Medium
43,Male,Software Engineer,11,Hybrid,60,4,4,Low,No Change,3,Unsatisfied,3,Medium,Medium,High
34,Non-binary,Data Scientist,6,Hybrid,49,0,4,Low,Decrease,3,Unsatisfied,1,Low,Medium,High
57,Prefer not to say,Software Engineer,21,Onsite,24,13,3,High,No Change,2,Unsatisfied,5,High,Low,Medium
29,Prefer not to say,Software Engineer,13,Hybrid,41,8,4,Low,No Change,1,Unsatisfied,4,High,Low,High
24,Prefer not to say,Software Engineer,33,Hybrid,55,1,5,Medium,Decrease,2,Unsatisfied,2,Low,Low,High
44,Prefer not to say,Project Manager,33,Remote,30,8,1,High,Decrease,2,Neutral,3,Medium,Low,Low
46,Male,Data Scientist,6,Hybrid,49,0,5,Medium,No Change,4,Satisfied,2,Low,High,High
35,Female,Project Manager,17,Hybrid,43,14,5,High,No Change,5,Unsatisfied,4,High,High,High
60,Non-binary,Data Scientist,10,Hybrid,50,14,2,High,Decrease,3,Unsatisfied,2,Low,Medium,Low
31,Male,Software Engineer,9,Remote,34,2,4,Medium,Increase,4,Neutral,3,Medium,High,High
47,Prefer not to say,Software Engineer,9,Remote,50,12,4,Low,Decrease,2,Unsatisfied,2,Low,Low,High
59,Prefer not to say,Software Engineer,17,Remote,40,6,4,Medium,Increase,3,Satisfied,5,High,Medium,High
30,Male,Project Manager,24,Remote,27,7,3,Low,No Change,5,Neutral,4,High,High,Medium
49,Prefer not to say,Software Engineer,33,Onsite,21,5,2,Medium,Decrease,1,Unsatisfied,2,Low,Low,Low
26,Non-binary,Data Scientist,9,Remote,55,8,1,Medium,No Change,3,Unsatisfied,4,High,Medium,Low
52,Male,Project Manager,23,Onsite,26,5,2,Low,Decrease,5,Satisfied,2,Low,High,Low
38,Non-binary,Project Manager,31,Remote,55,9,2,Low,Decrease,4,Satisfied,2,Low,High,Low
29,Male,Project Manager,18,Hybrid,57,15,4,Low,Increase,3,Satisfied,4,High,Medium,High
36,Male,Project Manager,20,Onsite,36,14,2,High,Decrease,5,Satisfied,5,High,High,Low
44,Male,Software Engineer,28,Remote,28,5,3,Medium,Decrease,3,Unsatisfied,5,High,Medium,Medium
31,Female,Data Scientist,30,Hybrid,23,5,1,Medium,Decrease,2,Satisfied,4,High,Low,Low
56,Male,Data Scientist,19,Onsite,46,5,5,Medium,No Change,5,Satisfied,2,Low,High,High
29,Male,Data Scientist,10,Hybrid,31,3,4,Medium,Decrease,1,Unsatisfied,4,High,Low,High
30,Prefer not to say,Data Scientist,14,Remote,47,9,4,Low,No Change,1,Satisfied,2,Low,Low,High
26,Prefer not to say,Project Manager,28,Onsite,50,14,4,Low,Decrease,1,Satisfied,4,High,Low,High
45,Prefer not to say,Project Manager,20,Hybrid,55,2,1,Medium,No Change,4,Neutral,5,High,High,Low
48,Non-binary,Project Manager,34,Onsite,27,14,4,Low,Increase,4,Neutral,2,Low,High,High
58,Female,Data Scientist,33,Remote,43,11,2,Medium,No Change,5,Neutral,5,High,High,Low
35,Male,Software Engineer,5,Remote,28,5,5,Low,No Change,2,Satisfied,3,Medium,Low,High
25,Prefer not to say,Project Manager,27,Remote,36,10,2,High,Increase,2,Satisfied,2,Low,Low,Low
29,Prefer not to say,Software Engineer,13,Hybrid,36,12,1,Low,No Change,1,Satisfied,1,Low,Low,Low
25,Non-binary,Software Engineer,26,Hybrid,56,0,5,Low,Decrease,1,Unsatisfied,4,High,Low,High
47,Non-binary,Project Manager,9,Onsite,38,8,3,High,Decrease,3,Neutral,2,Low,Medium,Medium
29,Non-binary,Software Engineer,13,Onsite,44,15,5,Low,No Change,2,Satisfied,3,Medium,Low,High
37,Male,Software Engineer,6,Hybrid,60,9,3,High,Decrease,4,Neutral,4,High,High,Medium
55,Female,Project Manager,1,Remote,59,6,5,Low,No Change,3,Neutral,1,Low,Medium,High
38,Non-binary,Software Engineer,32,Onsite,20,3,4,Medium,Decrease,3,Unsatisfied,3,Medium,Medium,High
22,Female,Data Scientist,6,Remote,28,13,4,Low,Increase,1,Unsatisfied,1,Low,Low,High
46,Male,Project Manager,8,Onsite,44,10,1,High,No Change,3,Satisfied,3,Medium,Medium,Low
30,Non-binary,Project Manager,33,Remote,32,7,2,Low,No Change,1,Neutral,2,Low,Low,Low
51,Prefer not to say,Data Scientist,6,Remote,52,9,1,High,Decrease,4,Satisfied,1,Low,High,Low
57,Prefer not to say,Data Scientist,16,Remote,26,6,4,High,Decrease,1,Neutral,3,Medium,Low,High
58,Male,Project Manager,30,Onsite,36,0,3,Medium,Decrease,4,Satisfied,4,High,High,Medium
28,Female,Software Engineer,31,Remote,35,8,2,High,Increase,2,Unsatisfied,4,High,Low,Low
22,Non-binary,Software Engineer,31,Remote,57,3,5,High,No Change,5,Unsatisfied,1,Low,High,High
42,Non-binary,Data Scientist,32,Hybrid,37,10,4,High,Decrease,5,Satisfied,3,Medium,High,High
30,Male,Data Scientist,13,Remote,27,14,5,Low,Increase,2,Satisfied,5,High,Low,High
23,Male,Project Manager,4,Hybrid,20,11,4,High,Decrease,3,Neutral,3,Medium,Medium,High
55,Male,Project Manager,4,Onsite,37,8,3,Medium,Increase,5,Unsatisfied,3,Medium,High,Medium
55,Non-binary,Project Manager,35,Hybrid,38,9,5,Medium,Decrease,2,Unsatisfied,4,High,Low,High
22,Prefer not to say,Project Manager,13,Hybrid,29,0,4,Low,Decrease,3,Satisfied,4,High,Medium,High
47,Prefer not to say,Data Scientist,19,Remote,33,1,2,Medium,Decrease,4,Unsatisfied,2,Low,High,Low
44,Male,Data Scientist,21,Onsite,53,15,2,Low,Increase,5,Satisfied,5,High,High,Low
40,Female,Project Manager,27,Remote,41,4,1,High,Decrease,2,Neutral,2,Low,Low,Low
45,Male,Project Manager,7,Remote,21,15,4,Low,Decrease,1,Unsatisfied,5,High,Low,High
32,Male,Project Manager,1,Onsite,23,14,2,Low,Decrease,1,Unsatisfied,2,Low,Low,Low
40,Female,Data Scientist,9,Remote,52,0,2,High,Decrease,1,Neutral,3,Medium,Low,Low
60,Male,Data Scientist,11,Onsite,26,9,5,High,Increase,1,Neutral,3,Medium,Low,High
46,Female,Project Manager,15,Hybrid,29,12,4,Medium,Decrease,5,Satisfied,4,High,High,High
26,Male,Software Engineer,14,Onsite,55,0,3,Medium,Increase,1,Unsatisfied,4,High,Low,Medium
52,Non-binary,Data Scientist,30,Remote,32,7,3,Medium,No Change,1,Neutral,4,High,Low,Medium
51,Non-binary,Project Manager,28,Remote,29,3,4,Low,Decrease,1,Neutral,5,High,Low,High
38,Non-binary,Software Engineer,19,Onsite,23,10,3,High,Increase,1,Satisfied,3,Medium,Low,Medium
24,Non-binary,Project Manager,30,Onsite,20,2,4,High,Increase,4,Unsatisfied,1,Low,High,High
26,Female,Software Engineer,21,Hybrid,41,3,3,Medium,Increase,5,Unsatisfied,2,Low,High,Medium
59,Non-binary,Software Engineer,3,Remote,56,13,2,High,Increase,3,Neutral,1,Low,Medium,Low
36,Female,Project Manager,34,Onsite,33,5,4,High,Increase,2,Satisfied,3,Medium,Low,High
31,Female,Data Scientist,27,Remote,39,2,1,Low,Increase,5,Satisfied,4,High,High,Low
38,Prefer not to say,Project Manager,25,Onsite,37,6,1,Low,Decrease,3,Unsatisfied,5,High,Medium,Low
56,Male,Software Engineer,30,Remote,60,3,5,Low,Decrease,1,Satisfied,2,Low,Low,High
25,Prefer not to say,Project Manager,26,Onsite,23,8,5,Low,No Change,2,Neutral,2,Low,Low,High
35,Prefer not to say,Project Manager,3,Remote,21,6,3,Medium,Decrease,3,Unsatisfied,4,High,Medium,Medium
50,Female,Software Engineer,22,Onsite,39,1,3,Low,Increase,3,Neutral,3,Medium,Medium,Medium
30,Prefer not to say,Data Scientist,12,Remote,26,11,3,Low,Increase,2,Satisfied,3,Medium,Low,Medium
54,Prefer not to say,Project Manager,1,Hybrid,48,11,4,High,No Change,1,Neutral,5,High,Low,High
